STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
       4336;19510630;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.3;  10.8;    -999;   14.2;   66.00;   19.9;    8.4;    7.3;eor
       4336;19510701;-999;-999;-999;    5;   0.0;   0;-999;   0;   1.3;  11.1;    -999;   15.3;   63.00;   19.7;    8.0;    7.4;eor
       4336;19510702;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.7;  12.5;    -999;   18.8;   58.00;   23.9;   10.5;    7.5;eor
       4336;19510703;-999;-999;-999;    5;   0.0;   0;-999;   0;   1.0;  15.5;    -999;   19.8;   69.00;   25.8;   10.6;    9.5;eor
       4336;19510704;-999;-999;-999;    5;   0.0;   0;-999;   0;   2.3;  15.1;    -999;   19.2;   67.00;   25.2;   13.0;   10.8;eor
       4336;19510705;-999;-999;-999;    5;   0.0;   0;-999;   0;   4.7;  10.1;    -999;   13.0;   67.00;   17.4;    9.8;    8.9;eor
       4336;19510706;-999;-999;-999;    5;   0.0;   0;-999;   0;   2.7;  11.5;    -999;   16.6;   62.00;   21.0;    8.0;    5.0;eor
       4336;19510707;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.7;  14.5;    -999;   19.4;   64.00;   25.0;   11.8;    9.5;eor
       4336;19510708;-999;-999;-999;    5;  13.4;   1;-999;   0;   4.3;  16.7;    -999;   17.6;   83.00;   24.5;   13.8;   11.5;eor
       4336;19510709;-999;-999;-999;    5;   1.2;   1;-999;   0;   7.0;  15.9;    -999;   17.6;   80.00;   21.0;   15.0;   14.5;eor
       4336;19510710;-999;-999;-999;    5;   0.0;   0;-999;   0;   2.7;  17.9;    -999;   20.6;   74.00;   25.6;   14.2;   11.5;eor
       4336;19510711;-999;-999;-999;    5;   0.5;   1;-999;   0;   4.7;  17.9;    -999;   20.4;   70.00;   27.8;   15.1;   14.8;eor
       4336;19510712;-999;-999;-999;    5;   0.0;   0;-999;   0;   4.3;  14.1;    -999;   16.8;   73.00;   21.5;   14.0;   13.3;eor
       4336;19510713;-999;-999;-999;    5;   0.0;   0;-999;   0;   3.3;  14.9;    -999;   18.2;   71.00;   23.0;   13.5;   10.0;eor
       4336;19510714;-999;-999;-999;    5;  22.2;   1;-999;   0;   6.3;  17.2;    -999;   18.2;   82.00;   24.0;   14.0;   12.0;eor
       4336;19510715;-999;-999;-999;    5;   0.0;   0;-999;   0;   7.7;  15.6;    -999;   14.9;   88.00;   18.5;   13.0;   14.0;eor
       4336;19510716;-999;-999;-999;    5;   0.0;   0;-999;   0;   5.3;  11.9;    -999;   13.1;   79.00;   15.3;   10.4;   11.0;eor
       4336;19510717;-999;-999;-999;    5;   0.0;   0;-999;   0;   1.7;  12.5;    -999;   16.7;   65.00;   21.6;    7.5;    6.0;eor
       4336;19510718;-999;-999;-999;    5;   0.0;   0;-999;   0;   2.7;  15.3;    -999;   19.5;   70.00;   23.4;   10.6;    8.3;eor
       4336;19510719;-999;-999;-999;    5;   0.0;   0;-999;   0;   3.3;  12.7;    -999;   18.1;   61.00;   22.5;   14.4;   13.3;eor
       4336;19510720;-999;-999;-999;    5;   0.0;   0;-999;   0;   2.3;  15.1;    -999;   18.8;   70.00;   23.9;   10.3;    9.0;eor
       4336;19510721;-999;-999;-999;    5;   0.0;   0;-999;   0;   1.3;  13.7;    -999;   17.8;   67.00;   22.5;   12.5;   10.5;eor
       4336;19510722;-999;-999;-999;    5;   4.8;   1;-999;   0;   2.7;  15.6;    -999;   18.1;   74.00;   25.5;   11.4;   10.0;eor
       4336;19510723;-999;-999;-999;    5;   6.9;   1;-999;   0;   7.0;  15.6;    -999;   16.1;   83.00;   20.5;   14.0;   13.5;eor
       4336;19510724;-999;-999;-999;    5;   4.8;   1;-999;   0;   8.0;  13.7;    -999;   12.4;   94.00;   15.4;   11.5;   12.9;eor
       4336;19510725;-999;-999;-999;    5;   5.0;   1;-999;   0;   7.3;  13.9;    -999;   12.6;   95.00;   14.6;   10.5;   10.8;eor
       4336;19510726;-999;-999;-999;    5;   0.0;   0;-999;   0;   5.3;  14.5;    -999;   13.9;   91.00;   17.5;   10.0;    9.0;eor
       4336;19510727;-999;-999;-999;    5;   0.0;   0;-999;   0;   1.7;  14.5;    -999;   17.0;   76.00;   22.5;   10.5;    8.2;eor
       4336;19510728;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.3;  15.6;    -999;   19.6;   68.00;   26.0;   12.8;   10.3;eor
       4336;19510729;-999;-999;-999;    5;   0.0;   0;-999;   0;   2.3;  16.7;    -999;   22.8;   61.00;   27.4;   13.7;   11.0;eor
       4336;19510730;-999;-999;-999;    5;   0.0;   0;-999;   0;   4.3;  18.5;    -999;   21.2;   73.00;   25.2;   16.1;   15.0;eor
       4336;19510731;-999;-999;-999;    5;   0.0;   0;-999;   0;   3.7;  19.1;    -999;   23.4;   66.00;   29.5;   16.5;   14.5;eor
       4336;19510801;-999;-999;-999;    5;   0.0;   0;-999;   0;   4.0;  18.5;    -999;   21.6;   71.00;   27.2;   17.3;   15.0;eor
       4336;19510802;-999;-999;-999;    5;   0.0;   0;-999;   0;   3.7;  18.3;    -999;   20.9;   75.00;   25.1;   15.6;   12.9;eor
       4336;19510803;-999;-999;-999;    5;   6.2;   1;-999;   0;   5.0;  19.7;    -999;   20.5;   79.00;   27.7;   16.4;   14.8;eor
       4336;19510804;-999;-999;-999;    5;   4.1;   1;-999;   0;   5.0;  17.2;    -999;   16.1;   92.00;   21.4;   14.5;   14.5;eor
       4336;19510805;-999;-999;-999;    5;   0.0;   0;-999;   0;   4.3;  14.1;    -999;   16.0;   77.00;   21.0;   14.0;   13.0;eor
       4336;19510806;-999;-999;-999;    5;   7.8;   1;-999;   0;   2.3;  16.0;    -999;   18.2;   75.00;   25.6;   12.0;   10.0;eor
       4336;19510807;-999;-999;-999;    5;   1.1;   1;-999;   0;   6.0;  16.7;    -999;   18.4;   79.00;   21.6;   14.0;   13.5;eor
       4336;19510808;-999;-999;-999;    5;   9.9;   1;-999;   0;   8.0;  16.3;    -999;   16.0;   88.00;   18.3;   14.5;   14.4;eor
       4336;19510809;-999;-999;-999;    5;   7.5;   1;-999;   0;   8.0;  14.1;    -999;   13.5;   90.00;   15.6;   12.4;   12.5;eor
       4336;19510810;-999;-999;-999;    5;   0.0;   0;-999;   0;   4.3;  13.7;    -999;   13.8;   85.00;   18.6;   11.3;   10.0;eor
       4336;19510811;-999;-999;-999;    5;   0.0;   0;-999;   0;   5.0;  13.2;    -999;   15.3;   76.00;   19.3;   11.5;    9.5;eor
       4336;19510812;-999;-999;-999;    5;   3.4;   1;-999;   0;   7.0;  15.6;    -999;   15.2;   90.00;   20.0;   12.2;   11.2;eor
       4336;19510813;-999;-999;-999;    5;   1.9;   1;-999;   0;   5.3;  13.2;    -999;   15.0;   78.00;   19.3;   12.9;   12.5;eor
       4336;19510814;-999;-999;-999;    5;   0.0;   0;-999;   0;   3.7;  11.3;    -999;   12.2;   78.00;   17.2;    8.5;    7.1;eor
       4336;19510815;-999;-999;-999;    5;   0.0;   0;-999;   0;   2.0;  11.6;    -999;   15.0;   69.00;   20.0;    7.3;    5.2;eor
       4336;19510816;-999;-999;-999;    5;   0.0;   0;-999;   0;   5.7;  12.1;    -999;   16.0;   67.00;   19.6;   10.3;    8.3;eor
       4336;19510817;-999;-999;-999;    5;   0.0;   0;-999;   0;   4.7;  12.1;    -999;   16.0;   66.00;   21.2;    9.9;    6.5;eor
       4336;19510818;-999;-999;-999;    5;   0.0;   0;-999;   0;   1.7;  13.7;    -999;   18.0;   67.00;   23.2;   12.0;    9.0;eor
       4336;19510819;-999;-999;-999;    5;   3.9;   1;-999;   0;   4.7;  15.7;    -999;   20.6;   65.00;   25.3;   11.0;    8.9;eor
       4336;19510820;-999;-999;-999;    5;   9.7;   1;-999;   0;   8.0;  15.1;    -999;   14.4;   91.00;   20.1;   14.2;   14.0;eor
       4336;19510821;-999;-999;-999;    5;   0.2;   1;-999;   0;   7.7;  15.5;    -999;   15.0;   90.00;   17.0;   13.4;   13.1;eor
       4336;19510822;-999;-999;-999;    5;   0.0;   0;-999;   0;   2.3;  14.1;    -999;   15.7;   80.00;   21.0;   12.0;   11.5;eor
       4336;19510823;-999;-999;-999;    5;   0.0;   0;-999;   0;   4.0;  15.2;    -999;   16.7;   80.00;   21.1;   12.1;   11.8;eor
       4336;19510824;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.7;  14.8;    -999;   18.0;   71.00;   22.7;   12.0;    9.5;eor
       4336;19510825;-999;-999;-999;    5;   0.0;   0;-999;   0;   6.7;  14.8;    -999;   15.6;   83.00;   19.8;   11.2;    9.1;eor
       4336;19510826;-999;-999;-999;    5;   2.9;   1;-999;   0;   6.7;  13.9;    -999;   16.4;   76.00;   21.0;   11.3;   10.0;eor
       4336;19510827;-999;-999;-999;    5;   0.0;   0;-999;   0;   5.0;  13.2;    -999;   15.6;   75.00;   20.0;   11.9;   11.1;eor
       4336;19510828;-999;-999;-999;    5;   0.0;   0;-999;   0;   2.7;  13.7;    -999;   18.8;   63.00;   24.5;   13.3;   12.5;eor
       4336;19510829;-999;-999;-999;    5;   0.0;   0;-999;   0;   1.7;  17.5;    -999;   21.0;   68.00;   26.0;   15.1;   13.0;eor
       4336;19510830;-999;-999;-999;    5;  10.1;   1;-999;   0;   3.3;  15.5;    -999;   19.2;   69.00;   28.0;   14.3;   14.0;eor
       4336;19510831;-999;-999;-999;    5;  13.5;   1;-999;   0;   6.7;  15.3;    -999;   14.4;   91.00;   16.6;   12.4;   13.9;eor
       4336;19510901;-999;-999;-999;    5;   3.0;   1;-999;   0;   6.7;  12.1;    -999;   14.4;   76.00;   18.5;   10.7;   10.9;eor
       4336;19510902;-999;-999;-999;    5;  18.5;   1;-999;   0;   7.7;  13.7;    -999;   14.5;   83.00;   18.0;   12.5;   12.0;eor
       4336;19510903;-999;-999;-999;    5;   0.0;   0;-999;   0;   4.3;  14.1;    -999;   14.2;   85.00;   17.3;   11.8;   13.0;eor
       4336;19510904;-999;-999;-999;    5;   0.0;   0;-999;   0;   1.0;  14.1;    -999;   16.8;   75.00;   21.5;   10.3;    7.9;eor
       4336;19510905;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.0;  15.1;    -999;   18.8;   69.00;   23.5;   11.7;   10.8;eor
       4336;19510906;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.7;  17.7;    -999;   19.0;   81.00;   24.8;   13.3;   10.8;eor
       4336;19510907;-999;-999;-999;    5;   0.0;   0;-999;   0;   1.7;  18.5;    -999;   20.3;   78.00;   25.2;   13.3;   11.0;eor
       4336;19510908;-999;-999;-999;    5;   3.4;   1;-999;   0;   4.7;  19.1;    -999;   18.8;   87.00;   22.0;   15.5;   15.0;eor
       4336;19510909;-999;-999;-999;    5;   0.0;   0;-999;   0;   2.7;  18.4;    -999;   19.0;   83.00;   23.7;   14.7;   14.0;eor
       4336;19510910;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.7;  19.7;    -999;   19.8;   85.00;   25.3;   15.0;   13.9;eor
       4336;19510911;-999;-999;-999;    5;   0.0;   0;-999;   0;   4.3;  19.7;    -999;   21.4;   78.00;   26.7;   14.4;   13.0;eor
       4336;19510912;-999;-999;-999;    5;   0.0;   0;-999;   0;   3.7;  18.8;    -999;   21.0;   77.00;   26.2;   16.0;   13.8;eor
       4336;19510913;-999;-999;-999;    5;  12.3;   1;-999;   0;   6.7;  17.7;    -999;   20.3;   75.00;   26.6;   16.0;   14.0;eor
       4336;19510914;-999;-999;-999;    5;   0.0;   0;-999;   0;   7.0;  11.9;    -999;   13.2;   77.00;   19.0;   11.5;   12.0;eor
       4336;19510915;-999;-999;-999;    5;   1.0;   1;-999;   0;   1.3;  13.2;    -999;   16.0;   75.00;   20.7;    7.5;    5.5;eor
       4336;19510916;-999;-999;-999;    5;   2.9;   1;-999;   0;   5.0;  14.5;    -999;   15.6;   80.00;   20.5;   13.6;   14.2;eor
       4336;19510917;-999;-999;-999;    5;   0.0;   0;-999;   0;   5.0;  10.7;    -999;   12.0;   75.00;   16.5;   10.4;   10.0;eor
       4336;19510918;-999;-999;-999;    5;   0.0;   0;-999;   0;   4.0;   9.7;    -999;   11.0;   78.00;   15.0;    4.0;    4.0;eor
       4336;19510919;-999;-999;-999;    5;   0.6;   1;-999;   0;   7.7;  11.2;    -999;   11.2;   84.00;   14.0;    9.4;    8.0;eor
       4336;19510920;-999;-999;-999;    5;   0.0;   0;-999;   0;   3.3;   9.1;    -999;    9.7;   75.00;   14.0;    6.6;    4.1;eor
       4336;19510921;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.0;   8.4;    -999;    9.8;   70.00;   15.5;    5.0;    3.4;eor
       4336;19510922;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.0;  10.0;    -999;   12.7;   69.00;   18.7;    5.0;    4.0;eor
       4336;19510923;-999;-999;-999;    5;  14.8;   1;-999;   0;   7.3;  15.2;    -999;   15.4;   86.00;   17.5;   10.0;    8.0;eor
       4336;19510924;-999;-999;-999;    5;   0.0;   0;-999;   0;   3.7;  10.9;    -999;   12.2;   77.00;   16.8;   10.4;   10.5;eor
       4336;19510925;-999;-999;-999;    5;   0.3;   1;-999;   0;   3.0;  12.5;    -999;   15.0;   75.00;   19.0;    7.5;    5.8;eor
       4336;19510926;-999;-999;-999;    5;   2.5;   1;-999;   0;   5.0;  12.5;    -999;   13.5;   79.00;   16.5;   10.5;   10.5;eor
       4336;19510927;-999;-999;-999;    5;   0.0;   0;-999;   0;   3.7;  12.3;    -999;   11.4;   90.00;   15.7;    7.3;    6.0;eor
       4336;19510928;-999;-999;-999;    5;   5.4;   1;-999;   0;   7.3;  12.5;    -999;   12.4;   87.00;   17.0;    7.3;    6.3;eor
       4336;19510929;-999;-999;-999;    5;   0.0;   0;-999;   0;   7.3;  13.2;    -999;   13.5;   86.00;   17.2;    7.2;   10.0;eor
       4336;19510930;-999;-999;-999;    5;   0.0;   0;-999;   0;   6.0;  12.3;    -999;   12.9;   82.00;   15.7;   11.1;   10.5;eor
       4336;19511001;-999;-999;-999;    5;   0.0;   0;-999;   0;   8.0;  13.3;    -999;   13.6;   88.00;   14.6;   11.6;   10.5;eor
       4336;19511002;-999;-999;-999;    5;   0.0;   0;-999;   0;   6.7;  12.5;    -999;   12.8;   85.00;   14.2;   10.5;   10.0;eor
       4336;19511003;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.0;  10.9;    -999;   11.5;   80.00;   16.8;    8.0;    7.4;eor
       4336;19511004;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.7;  10.1;    -999;   11.6;   75.00;   15.6;    5.9;    5.0;eor
       4336;19511005;-999;-999;-999;    5;   0.0;   0;-999;   0;   2.3;  10.4;    -999;   11.6;   76.00;   15.0;    7.5;    6.0;eor
       4336;19511006;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.0;   9.6;    -999;   10.3;   76.00;   15.8;    6.0;    5.4;eor
       4336;19511007;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.0;   7.6;    -999;    6.8;   76.00;   12.2;    4.0;    3.5;eor
       4336;19511008;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.0;   7.2;    -999;    7.2;   71.00;   12.8;    1.3;    0.2;eor
       4336;19511009;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.0;   6.4;    -999;    8.0;   61.00;   13.2;    2.0;    1.3;eor
       4336;19511010;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.0;   6.0;    -999;    7.2;   60.00;   13.4;    1.5;   -0.5;eor
       4336;19511011;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.0;   6.3;    -999;    5.9;   68.00;   10.5;    0.7;    0.2;eor
       4336;19511012;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.3;   7.3;    -999;    6.8;   72.00;   13.2;    0.5;   -1.0;eor
       4336;19511013;-999;-999;-999;    5;   0.0;   0;-999;   0;   4.0;   8.3;    -999;   10.5;   67.00;   17.0;    3.5;    1.0;eor
       4336;19511014;-999;-999;-999;    5;   0.0;   0;-999;   0;   1.0;   8.0;    -999;   10.0;   64.00;   16.0;    5.7;    4.8;eor
       4336;19511015;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.0;   6.5;    -999;    7.6;   64.00;   14.1;    3.5;    2.4;eor
       4336;19511016;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.0;   6.0;    -999;    8.8;   51.00;   14.7;    2.3;    1.0;eor
       4336;19511017;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.0;   7.2;    -999;    7.7;   69.00;   13.6;    0.2;   -1.4;eor
       4336;19511018;-999;-999;-999;    5;   0.0;   0;-999;   0;   6.0;   7.5;    -999;    7.2;   74.00;   10.7;    2.0;    1.0;eor
       4336;19511019;-999;-999;-999;    5;   0.0;   0;-999;   0;   3.3;   8.5;    -999;    6.6;   84.00;   12.9;    3.5;    2.0;eor
       4336;19511020;-999;-999;-999;    5;   0.0;   0;-999;   0;   4.7;   8.4;    -999;    7.6;   83.00;   10.6;    3.5;    4.0;eor
       4336;19511021;-999;-999;-999;    5;   0.0;   1;-999;   0;   4.0;   8.9;    -999;    9.0;   79.00;   13.0;    4.5;    3.0;eor
       4336;19511022;-999;-999;-999;    5;   0.0;   0;-999;   0;   8.0;   8.8;    -999;    6.8;   86.00;    8.6;    5.5;    6.0;eor
       4336;19511023;-999;-999;-999;    5;   0.0;   0;-999;   0;   7.7;   6.9;    -999;    5.8;   76.00;    8.2;    2.0;    1.5;eor
       4336;19511024;-999;-999;-999;    5;   0.0;   0;-999;   0;   8.0;   8.4;    -999;    6.8;   87.00;    7.4;    4.9;    4.5;eor
       4336;19511025;-999;-999;-999;    5;   0.0;   0;-999;   0;   8.0;   9.6;    -999;    8.6;   85.00;   10.0;    6.8;    6.5;eor
       4336;19511026;-999;-999;-999;    5;   0.0;   0;-999;   0;   7.3;   9.5;    -999;    8.8;   85.00;   10.2;    6.8;    5.8;eor
       4336;19511027;-999;-999;-999;    5;   0.0;   0;-999;   0;   2.7;   9.3;    -999;    8.8;   82.00;   13.4;    5.5;    5.0;eor
       4336;19511028;-999;-999;-999;    5;   1.6;   1;-999;   0;   4.0;   9.5;    -999;    9.8;   78.00;   13.7;    4.5;    3.0;eor
       4336;19511029;-999;-999;-999;    5;   0.4;   1;-999;   0;   3.0;  10.3;    -999;   10.0;   82.00;   14.5;    8.0;    5.0;eor
       4336;19511030;-999;-999;-999;    5;   4.6;   1;-999;   0;   7.7;  12.1;    -999;   11.1;   92.00;   13.5;    6.5;    5.0;eor
       4336;19511031;-999;-999;-999;    5;  15.1;   1;-999;   0;   8.0;  11.6;    -999;    9.4;   95.00;   12.0;    7.8;    9.5;eor
       4336;19511101;-999;-999;-999;    5;  10.0;   1;-999;   0;   8.0;   8.8;    -999;    6.2;   94.00;    7.8;    4.5;    4.5;eor
       4336;19511102;-999;-999;-999;    5;   2.8;   1;-999;   0;   7.7;   8.8;    -999;    7.8;   84.00;    8.6;    5.8;    5.2;eor
       4336;19511103;-999;-999;-999;    5;   5.7;   1;-999;   0;   7.3;   8.1;    -999;    5.1;   91.00;    7.8;    3.5;    5.7;eor
       4336;19511104;-999;-999;-999;    5;   0.0;   0;-999;   0;   5.7;   7.2;    -999;    6.3;   77.00;    9.0;    2.9;    2.2;eor
       4336;19511105;-999;-999;-999;    5;   0.0;   0;-999;   0;   5.7;   6.9;    -999;    7.5;   65.00;   10.5;    4.5;    3.0;eor
       4336;19511106;-999;-999;-999;    5;  10.2;   1;-999;   0;   7.3;   8.5;    -999;    7.2;   84.00;    9.6;    4.3;    3.5;eor
       4336;19511107;-999;-999;-999;    5;   0.3;   1;-999;   0;   5.0;  11.2;    -999;   11.4;   82.00;   16.6;    6.6;    6.2;eor
       4336;19511108;-999;-999;-999;    5;   1.1;   1;-999;   0;   7.3;  10.8;    -999;    9.7;   91.00;   10.6;    7.2;    7.0;eor
       4336;19511109;-999;-999;-999;    5;   0.2;   1;-999;   0;   6.0;  10.4;    -999;   11.0;   81.00;   14.6;    6.8;    4.2;eor
       4336;19511110;-999;-999;-999;    5;   3.5;   1;-999;   0;   6.7;   9.2;    -999;    8.3;   82.00;   11.6;    5.5;    3.5;eor
       4336;19511111;-999;-999;-999;    5;   9.6;   1;-999;   0;   5.0;  10.3;    -999;    9.8;   84.00;   13.6;    6.5;    6.0;eor
       4336;19511112;-999;-999;-999;    5;  10.8;   1;-999;   0;   7.3;  10.0;    -999;    8.3;   93.00;    9.3;    6.8;    6.6;eor
       4336;19511113;-999;-999;-999;    5;   2.8;   1;-999;   0;   6.7;   9.2;    -999;    7.5;   87.00;    9.7;    6.0;    6.8;eor
       4336;19511114;-999;-999;-999;    5;   4.8;   1;-999;   0;   8.0;   9.3;    -999;    6.8;   93.00;    7.5;    6.1;    6.0;eor
       4336;19511115;-999;-999;-999;    5;   0.5;   1;-999;   0;   7.0;   8.5;    -999;    6.8;   87.00;    8.5;    5.4;    4.7;eor
       4336;19511116;-999;-999;-999;    5;   0.0;   0;-999;   0;   5.0;   7.9;    -999;    8.6;   70.00;   12.1;    5.9;    5.5;eor
       4336;19511117;-999;-999;-999;    5;   1.0;   1;-999;   0;   6.3;   9.3;    -999;    9.6;   80.00;   11.6;    5.8;    4.0;eor
       4336;19511118;-999;-999;-999;    5;   5.7;   1;-999;   0;   6.7;   9.7;    -999;   11.6;   72.00;   13.5;    8.5;    7.0;eor
       4336;19511119;-999;-999;-999;    5;   1.6;   1;-999;   0;   7.0;   8.7;    -999;    6.4;   89.00;   12.2;    4.5;    5.0;eor
       4336;19511120;-999;-999;-999;    5;   1.0;   1;-999;   0;   7.0;   8.8;    -999;    6.6;   89.00;    7.9;    5.4;    3.5;eor
       4336;19511121;-999;-999;-999;    5;   7.7;   1;-999;   0;   6.7;   8.5;    -999;    6.3;   88.00;    8.0;    5.0;    4.6;eor
       4336;19511122;-999;-999;-999;    5;   0.6;   1;-999;   0;   6.7;   7.6;    -999;    5.4;   85.00;    6.5;    4.2;    3.0;eor
       4336;19511123;-999;-999;-999;    5;   5.7;   1;-999;   0;   7.0;   7.7;    -999;    5.4;   88.00;    6.6;    2.8;    2.6;eor
       4336;19511124;-999;-999;-999;    5;   5.9;   1;-999;   0;   8.0;  12.0;    -999;   10.6;   94.00;   12.0;    5.5;    5.0;eor
       4336;19511125;-999;-999;-999;    5;   9.6;   1;-999;   0;   6.3;  10.3;    -999;    7.9;   92.00;   10.6;    6.0;    8.4;eor
       4336;19511126;-999;-999;-999;    5;   0.0;   0;-999;   0;   2.3;   6.3;    -999;    3.0;   80.00;    6.7;    0.5;    0.8;eor
       4336;19511127;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.0;   5.2;    -999;   -1.7;   94.00;    2.6;   -4.5;   -4.8;eor
       4336;19511128;-999;-999;-999;    5;   3.4;   1;-999;   0;   7.3;   5.9;    -999;    1.6;   88.00;    3.6;   -4.0;   -4.9;eor
       4336;19511129;-999;-999;-999;    5;   2.8;   1;-999;   0;   5.3;   6.3;    -999;    2.2;   87.00;    4.0;    0.5;   -0.5;eor
       4336;19511130;-999;-999;-999;    5;   0.7;   1;-999;   0;   8.0;   8.5;    -999;    5.1;   98.00;    5.5;    1.8;    1.5;eor
       4336;19511201;-999;-999;-999;    5;   0.0;   0;-999;   0;   8.0;   7.9;    -999;    4.9;   90.00;    5.6;    4.2;    4.3;eor
       4336;19511202;-999;-999;-999;    5;   1.0;   1;-999;   0;   8.0;   7.9;    -999;    3.8;   96.00;    4.8;    3.0;    3.4;eor
       4336;19511203;-999;-999;-999;    5;   0.0;   7;-999;   0;   6.3;   6.3;    -999;    0.9;   94.00;    3.6;   -0.2;   -0.4;eor
       4336;19511204;-999;-999;-999;    5;   2.3;   1;-999;   0;   8.0;   6.9;    -999;    2.7;   97.00;    4.2;   -1.5;   -1.5;eor
